ReE,ImE,rho_pi,rho_gamma,rho_total
-0.20689655172413793,-1.3793103448275863,-1.6832990001472611e-6 - 4.717757830260492e-6im,3.0344006217321987e-6 - 3.274189434721525e-6im,1.3511016215849376e-6 - 7.991947264982017e-6im
-0.20689655172413793,-1.2758620689655173,-1.4005123948188643e-6 - 5.114779770273782e-6im,3.2123624501778734e-6 - 3.3334663663131147e-6im,1.8118500553590091e-6 - 8.448246136586896e-6im
-0.20689655172413793,-1.1724137931034482,-1.0575835641676538e-6 - 5.538911095599676e-6im,3.4097095496790163e-6 - 3.396252558066801e-6im,2.3521259855113627e-6 - 8.935163653666477e-6im
-0.20689655172413793,-1.0689655172413792,-6.397249335628667e-7 - 5.991479295778002e-6im,3.6307352894913268e-6 - 3.4629156735572697e-6im,2.99101035592846e-6 - 9.454394969335271e-6im
-0.20689655172413793,-0.9655172413793104,-1.271567502631266e-7 - 6.472734841508339e-6im,3.881305482376078e-6 - 3.5337409979360427e-6im,3.7541487321129514e-6 - 1.000647583944438e-5im
-0.20689655172413793,-0.8620689655172413,5.069880487006121e-7 - 6.980621460024366e-6im,4.169607637196355e-6 - 3.6086681868373034e-6im,4.676595685896967e-6 - 1.058928964686167e-5im
-0.20689655172413793,-0.7586206896551724,1.299875228901245e-6 - 7.508332186986088e-6im,4.507407572378343e-6 - 3.686794326027299e-6im,5.807282801279588e-6 - 1.1195126513013387e-5im
-0.20689655172413793,-0.6551724137931034,2.303741015719297e-6 - 8.03948281293961e-6im,4.912168443107777e-6 - 3.765171623620452e-6im,7.2159094588270735e-6 - 1.1804654436560061e-5im
-0.20689655172413793,-0.5517241379310345,3.592849199695022e-6 - 8.537823809903013e-6im,5.410634944109973e-6 - 3.8358900786317695e-6im,9.003484143804994e-6 - 1.2373713888534782e-5im
-0.20689655172413793,-0.4482758620689655,5.272327919945579e-6 - 8.924958359264237e-6im,6.044783118988299e-6 - 3.8786220336885135e-6im,1.1317111038933877e-5 - 1.280358039295275e-5im
-0.20689655172413793,-0.3448275862068966,7.483201054794363e-6 - 9.0294786132479e-6im,6.879803894439228e-6 - 3.840398559099048e-6im,1.436300494923359e-5 - 1.2869877172346948e-5im
-0.20689655172413793,-0.2413793103448276,1.0367088284806353e-5 - 8.469033810566446e-6im,8.0011482583462e-6 - 3.5799564974065492e-6im,1.8368236543152552e-5 - 1.2048990307972996e-5im
-0.20689655172413793,-0.13793103448275862,1.3804711814498937e-5 - 6.435350280675311e-6im,9.411348857670262e-6 - 2.745922575062925e-6im,2.32160606721692e-5 - 9.181272855738237e-6im
-0.20689655172413793,-0.034482758620689655,1.64578901396591e-5 - 1.9378082741666063e-6im,1.055882647141046e-5 - 8.375224509126989e-7im,2.701671661106956e-5 - 2.775330725079305e-6im
-0.20689655172413793,0.06896551724137931,1.582967906332836e-5 + 3.716919166227586e-6im,1.0282648315331301e-5 + 1.6012152834034607e-6im,2.611232737865966e-5 + 5.318134449631047e-6im
-0.20689655172413793,0.1724137931034483,1.2638520787893778e-5 + 7.348791396330357e-6im,8.92321175256177e-6 + 3.121744511233409e-6im,2.1561732540455547e-5 + 1.0470535907563766e-5im
-0.20689655172413793,0.27586206896551724,9.326638280507771e-6 + 8.76827301197539e-6im,7.590852099595589e-6 + 3.707106134636452e-6im,1.691749038010336e-5 + 1.2475379146611844e-5im
-0.20689655172413793,0.3793103448275862,6.67739059820852e-6 + 9.043299250740713e-6im,6.5739943829540685e-6 + 3.868000780322995e-6im,1.325138498116259e-5 + 1.2911300031063708e-5im
-0.20689655172413793,0.4827586206896552,4.661113672465042e-6 + 8.816054174872613e-6im,5.814862001576493e-6 + 3.8697084836199705e-6im,1.0475975674041536e-5 + 1.2685762658492584e-5im
-0.20689655172413793,0.5862068965517241,3.125699624565976e-6 + 8.3789456184144e-6im,5.231875195588422e-6 + 3.814029664436561e-6im,8.357574820154398e-6 + 1.219297528285096e-5im
-0.20689655172413793,0.6896551724137931,1.9416391352286645e-6 + 7.8637113988585e-6im,4.7684014932184305e-6 + 3.739351997036035e-6im,6.710040628447095e-6 + 1.1603063395894536e-5im
-0.20689655172413793,0.7931034482758621,1.015092889272401e-6 + 7.330960217297296e-6im,4.388378619744324e-6 + 3.6605157722392105e-6im,5.403471509016725e-6 + 1.0991475989536506e-5im
-0.20689655172413793,0.896551724137931,2.800594275109633e-7 + 6.808643112283467e-6im,4.06867409700874e-6 + 3.583267482126794e-6im,4.348733524519703e-6 + 1.0391910594410262e-5im
-0.20689655172413793,1.0,-3.1002020018299427e-7 + 6.3091881880162635e-6im,3.7940529075585553e-6 + 3.509663282136448e-6im,3.484032707375561e-6 + 9.818851470152711e-6im
-0.10344827586206896,-2.0,-2.8738255404969866e-6 - 2.8742725305578913e-6im,2.1866526735567653e-6 - 3.0776221472602377e-6im,-6.871728669402214e-7 - 5.951894677818129e-6im
-0.10344827586206896,-1.896551724137931,-2.8025416084305193e-6 - 3.164432039628741e-6im,2.2941884751134323e-6 - 3.1301573315789547e-6im,-5.08353133317087e-7 - 6.294589371207695e-6im
-0.10344827586206896,-1.793103448275862,-2.7128564767108804e-6 - 3.4742545587118224e-6im,2.4093209596908425e-6 - 3.1853157803800475e-6im,-3.0353551702003796e-7 - 6.65957033909187e-6im
-0.10344827586206896,-1.6896551724137931,-2.6015012244507733e-6 - 3.8059526239401298e-6im,2.5330187510553533e-6 - 3.2434701533220165e-6im,-6.848247339542009e-8 - 7.049422777262146e-6im
-0.10344827586206896,-1.5862068965517242,-2.464406901488255e-6 - 4.162078588601985e-6im,2.6664657745376e-6 - 3.305160767241248e-6im,2.020588730493451e-7 - 7.467239355843232e-6im
-0.10344827586206896,-1.4827586206896552,-2.2964853396773195e-6 - 4.545647235679342e-6im,2.8111167392372217e-6 - 3.370929448886836e-6im,5.146313995599021e-7 - 7.916576684566179e-6im
-0.10344827586206896,-1.3793103448275863,-2.0912468236522633e-6 - 4.960175336143688e-6im,2.9688001667886455e-6 - 3.4415960523834568e-6im,8.775533431363822e-7 - 8.401771388527144e-6im
-0.10344827586206896,-1.2758620689655173,-1.8403085072529518e-6 - 5.409793846797265e-6im,3.1418659190717467e-6 - 3.518137699942673e-6im,1.301557411818795e-6 - 8.927931546739938e-6im
-0.10344827586206896,-1.1724137931034482,-1.5326675077247224e-6 - 5.899376357163503e-6im,3.333392651700131e-6 - 3.6018400914798944e-6im,1.8007251439754086e-6 - 9.501216448643398e-6im
-0.10344827586206896,-1.0689655172413792,-1.1535839725756035e-6 - 6.4346155017372985e-6im,3.5474671549776005e-6 - 3.6943481262545307e-6im,2.393883182401997e-6 - 1.012896362799183e-5im
-0.10344827586206896,-0.9655172413793104,-6.828852392413437e-7 - 7.022060270376595e-6im,3.78974926009755e-6 - 3.7978706203024863e-6im,3.1068640208562065e-6 - 1.0819930890679081e-5im
-0.10344827586206896,-0.8620689655172413,-9.226782284331077e-8 - 7.669044507091842e-6im,4.068284216580013e-6 - 3.915320180563673e-6im,3.976016393736702e-6 - 1.1584364687655514e-5im
-0.10344827586206896,-0.7586206896551724,6.591418942035357e-7 - 8.383079590404165e-6im,4.394956110294108e-6 - 4.050600473208565e-6im,5.054098004497644e-6 - 1.2433680063612731e-5im
-0.10344827586206896,-0.6551724137931034,1.6324285225868203e-6 - 9.170110610112178e-6im,4.788195129965947e-6 - 4.208882787825606e-6im,6.420623652552767e-6 - 1.3378993397937786e-5im
-0.10344827586206896,-0.5517241379310345,2.9225512673530066e-6 - 1.0029792267218485e-5im,5.278314568542472e-6 - 4.396737071038827e-6im,8.20086583589548e-6 - 1.4426529338257313e-5im
-0.10344827586206896,-0.4482758620689655,4.684416959513682e-6 - 1.0942542538122648e-5im,5.919072416560848e-6 - 4.621055821506638e-6im,1.060348937607453e-5 - 1.5563598359629287e-5im
-0.10344827586206896,-0.3448275862068966,7.186605765462691e-6 - 1.183152014428925e-5im,6.8155442508440595e-6 - 4.881731212919226e-6im,1.400215001630675e-5 - 1.6713251357208475e-5im
-0.10344827586206896,-0.2413793103448276,1.0933512627368848e-5 - 1.2431854129897166e-5im,8.199128164690428e-6 - 5.129287446499058e-6im,1.9132640792059276e-5 - 1.7561141576396223e-5im
-0.10344827586206896,-0.13793103448275862,1.6913433657069878e-5 - 1.1680314454147527e-5im,1.0616647655569377e-5 - 4.9862666722283205e-6im,2.7530081312639255e-5 - 1.6666581126375847e-5im
-0.10344827586206896,-0.034482758620689655,2.494707153987981e-5 - 4.750649160204281e-6im,1.427115890324285e-5 - 2.1388891245809984e-6im,3.921823044312266e-5 - 6.889538284785279e-6im
-0.10344827586206896,0.06896551724137931,2.2479137306922067e-5 + 8.326266452178441e-6im,1.3107290639575198e-5 + 3.691952011961519e-6im,3.5586427946497264e-5 + 1.2018218464139959e-5im
-0.10344827586206896,0.1724137931034483,1.458692571464272e-5 + 1.2238316329383644e-5im,9.642266237451481e-6 + 5.1441164782030375e-6im,2.42291919520942e-5 + 1.7382432807586683e-5im
-0.10344827586206896,0.27586206896551724,9.498480781624681e-6 + 1.229823003355907e-5im,7.659604109275212e-6 + 5.057483415046552e-6im,1.7158084890899893e-5 + 1.7355713448605623e-5im
-0.10344827586206896,0.3793103448275862,6.246143200764842e-6 + 1.1547527446628963e-5im,6.4780367705680125e-6 + 4.791787313122831e-6im,1.2724179971332856e-5 + 1.6339314759751795e-5im
-0.10344827586206896,0.4827586206896552,4.031371288912811e-6 + 1.0635212920310576e-5im,5.683822353247676e-6 + 4.541913856696455e-6im,9.715193642160488e-6 + 1.5177126777007031e-5im
-0.10344827586206896,0.5862068965517241,2.4493949995084234e-6 + 9.735727165863635e-6im,5.10153973020238e-6 + 4.3303823240805265e-6im,7.550934729710804e-6 + 1.406610948994416e-5im
-0.10344827586206896,0.6896551724137931,1.2783954605674961e-6 + 8.899463275848116e-6im,4.648179426572125e-6 + 4.153187703673219e-6im,5.926574887139622e-6 + 1.3052650979521336e-5im
-0.10344827586206896,0.7931034482758621,3.875660889307739e-7 + 8.137182570663355e-6im,4.279752096587706e-6 + 4.003238710855509e-6im,4.66731818551848e-6 + 1.2140421281518865e-5im
-0.10344827586206896,0.896551724137931,-3.0466265264493265e-7 + 7.446299180469567e-6im,3.9707791012526475e-6 + 3.874404343273687e-6im,3.6661164486077147e-6 + 1.1320703523743255e-5im
-0.10344827586206896,1.0,-8.515045864476367e-7 + 6.820003823019293e-6im,3.7054195405252556e-6 + 3.761976395354854e-6im,2.853914954077619e-6 + 1.0581980218374147e-5im
0.0,-2.0,-3.1623421695034664e-6 - 2.9280288334616872e-6im,2.1319810486745537e-6 - 3.1803675348031416e-6im,-1.0303611208289127e-6 - 6.108396368264829e-6im
0.0,-1.896551724137931,-3.1110004022036885e-6 - 3.2341325888374553e-6im,2.236673914128905e-6 - 3.2398929504038477e-6im,-8.743264880747835e-7 - 6.4740255392413025e-6im
0.0,-1.793103448275862,-3.043592849534258e-6 - 3.5626687194972417e-6im,2.348534058841045e-6 - 3.3028776859906897e-6im,-6.950587906932132e-7 - 6.865546405487931e-6im
0.0,-1.6896551724137931,-2.9572720316030255e-6 - 3.91648838994647e-6im,2.468437542364372e-6 - 3.3698746807941495e-6im,-4.888344892386536e-7 - 7.28636307074062e-6im
0.0,-1.5862068965517242,-2.8484866033239475e-6 - 4.2990093476812635e-6im,2.5973894218562e-6 - 3.4416267173794513e-6im,-2.5109718146774754e-7 - 7.740636065060714e-6im
0.0,-1.4827586206896552,-2.712765515447192e-6 - 4.71437229627602e-6im,2.7367055458283793e-6 - 3.519005185142732e-6im,2.3940030381187317e-8 - 8.233377481418752e-6im
0.0,-1.3793103448275863,-2.5444614416017806e-6 - 5.167614184093771e-6im,2.8879397817448716e-6 - 3.603192726658914e-6im,3.4347834014309093e-7 - 8.770806910752685e-6im
0.0,-1.2758620689655173,-2.3362079127151263e-6 - 5.6649917073785175e-6im,3.0530998946739687e-6 - 3.6957365932031673e-6im,7.168919819588425e-7 - 9.360728300581684e-6im
0.0,-1.1724137931034482,-2.0783091698992222e-6 - 6.214338280719049e-6im,3.234774507321392e-6 - 3.798697552891573e-6im,1.15646533742217e-6 - 1.0013035833610622e-5im
0.0,-1.0689655172413792,-1.7577409658204698e-6 - 6.82564990229129e-6im,3.436372052384607e-6 - 3.914883238596479e-6im,1.678631086564137e-6 - 1.074053314088777e-5im
0.0,-0.9655172413793104,-1.3565107274645852e-6 - 7.511907189442551e-6im,3.6625563725759913e-6 - 4.048227791498091e-6im,2.306045645111406e-6 - 1.1560134980940641e-5im
0.0,-0.8620689655172413,-8.491086745008839e-7 - 8.290263313600345e-6im,3.919850290600922e-6 - 4.2043582311217895e-6im,3.070741616100038e-6 - 1.2494621544722135e-5im
0.0,-0.7586206896551724,-1.981237128016957e-7 - 9.18396639923306e-6im,4.217762360148817e-6 - 4.391663396833128e-6im,4.0196386473471214e-6 - 1.3575629796066187e-5im
0.0,-0.6551724137931034,6.536120742207626e-7 - 1.0225359938646625e-5im,4.570863021909494e-6 - 4.62320841204468e-6im,5.224475096130257e-6 - 1.4848568350691304e-5im
0.0,-0.5517241379310345,1.7978523120242181e-6 - 1.1460891696900705e-5im,5.0028566248744e-6 - 4.9205173198022685e-6im,6.800708936898618e-6 - 1.6381409016702975e-5im
0.0,-0.4482758620689655,3.3912671753274224e-6 - 1.2960168537403002e-5im,5.555511181709379e-6 - 5.3223139164283555e-6im,8.946778357036802e-6 - 1.8282482453831357e-5im
0.0,-0.3448275862068966,5.723746959723948e-6 - 1.4835665332124165e-5im,6.311823479135936e-6 - 5.906273230881229e-6im,1.2035570438859884e-5 - 2.0741938563005395e-5im
0.0,-0.2413793103448276,9.39946331174588e-6 - 1.7307543909296175e-5im,7.4694029428183455e-6 - 6.86036185388968e-6im,1.6868866254564223e-5 - 2.4167905763185857e-5im
0.0,-0.13793103448275862,1.6040636757952334e-5 - 2.112358059022747e-5im,9.689752233380495e-6 - 8.823015469248214e-6im,2.573038899133283e-5 - 2.9946596059475683e-5im
0.0,-0.034482758620689655,4.0066878149309236e-5 - 3.7764139498320453e-5im,2.0249120979449737e-5 - 1.8947767548308494e-5im,6.031599912875897e-5 - 5.671190704662895e-5im
0.0,0.06896551724137931,2.5673149587193133e-5 + 2.6929581924491012e-5im,1.3504979496487044e-5 + 1.2398004987844897e-5im,3.917812908368018e-5 + 3.932758691233591e-5im
0.0,0.1724137931034483,1.3285472184596286e-5 + 1.958157902275023e-5im,8.734663057639804e-6 + 7.962602671359723e-6im,2.202013524223609e-5 + 2.7544181694109952e-5im
0.0,0.27586206896551724,7.96244147841721e-6 + 1.6393614411940108e-5im,7.0163572270150605e-6 + 6.479562821701111e-6im,1.497879870543227e-5 + 2.2873177233641218e-5im
0.0,0.3793103448275862,4.836801722021175e-6 + 1.41587759368521e-5im,6.02879533658083e-6 + 5.6835352781767395e-6im,1.0865597058602005e-5 + 1.984231121502884e-5im
0.0,0.4827586206896552,2.7962665634148528e-6 + 1.2425397600293224e-5im,5.3540436754339486e-6 + 5.173175460558443e-6im,8.150310238848801e-6 + 1.7598573060851668e-5im
0.0,0.5862068965517241,1.3761103971541494e-6 + 1.1023798008649625e-5im,4.848052304714554e-6 + 4.812210519440368e-6im,6.224162701868703e-6 + 1.5836008528089993e-5im
0.0,0.6896551724137931,3.4267833436206544e-7 + 9.859317812819293e-6im,4.445813254276318e-6 + 4.540028423336103e-6im,4.788491588638384e-6 + 1.4399346236155397e-5im
0.0,0.7931034482758621,-4.340825923138922e-7 + 8.87148182967897e-6im,4.113158103516427e-6 + 4.325092061138716e-6im,3.6790755112025343e-6 + 1.3196573890817686e-5im
0.0,0.896551724137931,-1.0320395856567368e-6 + 8.019295377018764e-6im,3.830118558889314e-6 + 4.149335759683352e-6im,2.7980789732325773e-6 + 1.2168631136702116e-5im
0.0,1.0,-1.5005965943473974e-6 + 7.2738711020786795e-6im,3.584076645362065e-6 + 4.0015688108446275e-6im,2.0834800510146674e-6 + 1.1275439912923307e-5im
